ID	R	G	B
40	15	3	15
40	24	9	2
40	0	46	0
40	1	124	96
40	5	40	255
40	16	16	202
40	11	5	7
40	24	3	8
40	2	18	7
40	0	70	10
40	3	47	208
40	3	15	247
40	7	7	7
40	16	4	8
40	13	13	3
40	0	34	1
40	0	74	103
40	7	33	234
40	6	6	6
40	10	5	12
40	20	9	3
40	1	19	7
40	0	42	22
40	3	23	172
40	15	24	215
40	9	7	8
40	16	9	1
40	0	12	0
40	6	18	6
40	0	20	87
40	8	10	180
40	6	6	6
40	15	3	7
40	15	10	6
40	2	16	1
40	1	23	21
40	0	16	127
40	9	5	42
40	9	5	6
40	13	5	2
40	0	12	0
40	0	18	12
40	0	11	49
40	10	9	102
40	6	6	6
40	11	5	7
40	5	11	1
40	0	17	1
40	1	13	25
40	4	9	67
40	5	5	5
40	7	5	8
40	12	7	3
40	1	15	0
40	0	14	14
40	0	8	44
40	6	7	38
40	6	4	5
40	12	7	4
40	0	12	0
40	0	15	8
40	1	8	36
40	0	8	29
41	15	5	4
41	14	2	2
41	6	6	4
41	5	7	4
41	2	6	9
41	5	5	7
41	3	3	3
41	14	2	2
41	13	8	2
41	4	10	6
41	4	8	7
41	5	5	7
41	5	5	5
41	21	6	3
41	18	7	3
41	4	11	3
41	2	8	4
41	5	4	10
41	3	7	8
41	19	3	4
41	18	4	1
41	7	8	0
41	5	11	7
41	4	8	11
41	6	3	10
41	6	4	5
41	25	5	4
41	18	7	3
41	1	11	3
41	6	8	7
41	5	5	5
41	5	5	5
41	49	2	10
41	24	11	5
41	6	9	0
41	5	11	7
41	7	4	11
41	5	5	7
41	23	4	8
41	25	5	4
41	12	9	0
41	5	10	3
41	3	7	10
41	7	4	11
41	7	6	4
41	51	0	7
41	23	10	1
41	3	12	7
41	5	9	10
41	2	6	7
41	5	5	5
41	89	4	25
41	35	7	3
41	0	11	0
41	2	11	8
41	4	8	11
41	4	4	4
41	24	4	6
41	60	3	10
41	17	13	2
41	0	14	1
41	3	12	11
41	2	6	9
41	4	4	4
41	84	6	22
41	37	7	0
41	0	14	1
41	1	11	10
41	3	7	10
41	5	5	7
41	119	1	33
41	77	7	9
41	4	15	1
41	1	13	1
41	4	8	11
41	5	5	7
41	28	3	7
41	99	2	19
41	47	13	1
41	0	16	0
41	1	11	12
41	4	5	10
41	5	5	5
41	111	3	29
41	98	20	10
41	1	17	4
41	0	11	5
41	6	6	14
41	5	5	7
41	95	1	28
41	114	7	13
41	11	25	0
41	2	14	0
41	3	8	14
41	5	4	10
41	33	4	9
41	119	1	23
41	98	23	0
41	4	21	3
41	0	12	12
41	4	7	14
41	6	6	6
41	131	1	35
41	150	24	12
41	1	37	1
41	5	15	6
41	3	8	14
41	6	6	8
41	65	1	18
41	141	7	18
41	59	54	0
41	3	20	4
41	0	9	18
41	6	5	11
41	41	3	14
41	139	2	32
41	142	40	2
41	2	45	0
41	1	13	11
41	3	8	14
41	7	5	6
41	165	1	52
41	168	21	14
41	3	80	0
41	1	27	0
41	1	10	19
41	6	3	12
41	63	2	18
41	162	4	29
41	127	73	0
41	0	55	0
41	1	14	23
41	4	7	14
41	5	5	5
41	162	0	37
41	171	44	1
41	6	100	3
41	2	30	18
41	5	5	17
41	7	5	8
41	191	3	62
41	186	20	24
41	2	103	1
41	1	58	7
41	3	9	21
41	6	6	16
41	76	1	22
41	188	3	35
41	165	78	0
41	2	121	1
41	1	18	25
41	2	5	20
41	5	5	5
41	191	1	47
41	201	55	4
41	0	119	0
41	0	71	27
41	0	8	21
41	6	5	11
41	228	9	91
41	211	19	34
41	6	117	0
41	7	131	11
41	1	17	40
41	5	10	16
41	71	4	22
41	210	7	50
41	194	84	0
41	1	131	0
41	1	73	61
41	2	8	22
41	7	4	11
41	204	5	62
41	240	69	17
41	0	134	0
41	9	138	46
41	0	10	45
41	2	8	4
41	171	0	57
41	238	20	45
41	81	125	1
41	0	141	0
41	0	68	103
41	2	8	20
41	62	4	19
41	224	3	57
41	223	100	4
41	0	146	0
41	7	139	102
41	3	8	50
41	7	6	14
41	213	2	71
41	246	65	18
41	0	157	0
41	0	148	14
41	1	29	128
41	7	5	27
41	95	1	27
41	232	14	41
41	181	144	4
41	0	160	0
41	8	123	154
41	4	7	50
41	53	1	14
41	214	2	60
41	241	101	3
41	0	169	0
41	0	143	89
41	0	17	157
41	7	7	17
41	212	0	74
41	248	48	23
41	3	180	1
41	3	162	8
41	6	71	197
41	0	9	38
41	70	1	20
41	228	14	52
41	227	146	3
41	2	184	1
41	0	136	146
41	1	20	158
41	6	5	11
41	201	4	60
41	247	89	0
41	0	198	1
41	1	168	88
41	3	30	221
41	1	9	32
41	211	3	81
41	245	37	35
41	0	186	1
41	0	194	2
41	0	94	194
41	0	13	144
41	56	2	16
41	218	5	49
41	239	143	7
41	0	208	0
41	2	165	160
41	0	28	220
41	9	8	14
41	188	1	54
41	248	85	6
41	0	202	0
41	1	198	83
41	3	34	220
41	11	9	132
41	202	0	74
41	240	22	39
41	23	181	0
41	1	211	0
41	1	136	217
41	1	22	199
41	53	8	15
41	207	4	49
41	245	120	2
41	0	210	1
41	0	197	172
41	0	27	224
41	9	9	97
41	190	0	60
41	255	74	19
41	1	202	0
41	0	214	48
41	0	60	232
41	5	14	195
41	92	2	30
41	227	19	41
41	149	166	0
41	0	215	0
41	2	176	226
41	0	30	216
41	38	8	10
41	201	4	57
41	247	109	0
41	2	212	1
41	0	207	155
41	0	38	243
41	13	10	185
41	193	3	63
41	244	55	23
41	0	198	0
41	1	218	15
41	0	90	239
41	4	14	207
41	51	5	18
41	215	11	46
41	216	155	2
41	0	217	0
41	1	191	217
41	1	45	242
41	10	7	26
41	189	0	54
41	245	94	5
41	0	210	0
41	1	216	139
41	1	46	253
41	10	16	214
41	197	1	67
41	240	38	34
41	0	193	4
41	1	220	4
41	1	125	251
41	5	21	239
41	45	5	16
41	205	6	47
41	234	136	1
41	2	217	2
41	0	204	205
41	1	47	255
41	8	9	63
41	166	0	46
41	227	69	4
41	1	201	4
41	0	221	118
41	0	57	253
41	11	20	237
41	169	1	63
41	213	18	35
41	4	172	1
41	2	219	4
41	0	157	248
41	0	30	250
41	28	10	8
41	173	4	43
41	222	106	3
41	0	206	2
41	5	212	206
41	1	49	253
41	6	11	131
41	131	7	41
41	224	62	15
41	0	180	0
41	6	219	77
41	0	75	254
41	6	19	245
41	71	6	26
41	173	12	28
41	80	136	0
41	0	207	0
41	8	184	244
41	2	43	255
41	9	8	3
41	140	1	34
41	203	77	1
41	0	191	0
41	0	214	180
41	1	48	252
41	13	18	198
41	76	8	29
41	186	34	20
41	0	162	0
41	1	203	31
41	2	90	249
41	2	25	241
41	15	6	9
41	122	9	29
41	142	115	2
41	0	196	0
41	1	189	227
41	0	51	252
41	6	7	2
41	73	1	23
41	168	52	5
41	0	176	0
41	0	201	137
41	0	45	252
41	16	24	245
41	44	2	14
41	124	16	14
41	0	136	0
41	1	197	3
41	2	109	247
41	4	22	255
41	6	6	4
41	59	5	18
41	130	73	4
41	0	184	0
41	0	190	203
41	3	54	255
41	9	7	46
41	25	4	11
41	90	22	3
41	0	138	1
41	1	198	108
41	1	47	254
41	12	27	252
41	17	5	9
41	50	4	6
41	0	79	0
41	1	178	2
41	0	131	237
41	3	27	249
41	5	5	3
41	15	4	8
41	66	21	0
41	3	128	2
41	2	182	173
41	0	48	246
41	9	11	124
41	12	6	8
41	42	8	7
41	0	68	1
41	2	157	65
41	0	57	250
41	7	22	239
41	7	7	7
41	21	5	8
41	6	26	0
41	1	101	5
41	3	133	219
41	1	35	255
41	6	6	6
41	16	3	13
41	27	9	5
41	0	46	0
41	2	126	100
41	4	39	255
41	15	15	191
41	11	5	7
41	24	3	8
41	2	18	5
41	1	70	13
41	2	47	211
41	7	13	245
41	7	7	9
41	15	3	7
41	14	11	2
41	0	34	1
41	0	74	106
41	7	33	234
41	6	6	6
41	10	5	12
41	19	8	2
41	1	19	5
41	0	42	22
41	2	22	173
41	18	22	215
41	9	7	8
41	17	10	2
41	1	13	1
41	5	19	4
41	0	21	86
41	10	11	179
41	7	7	7
41	14	3	7
41	15	10	6
41	3	17	2
41	0	24	24
41	0	15	130
41	8	4	41
41	9	5	6
41	13	5	2
41	0	12	0
41	0	17	11
41	1	10	49
41	12	8	103
41	6	6	6
41	11	5	7
41	4	12	1
41	0	17	1
41	2	14	26
41	4	9	67
41	5	5	5
41	7	5	8
41	11	6	2
41	1	15	0
41	0	14	14
41	0	8	44
41	6	7	37
41	6	4	5
41	12	7	4
41	0	12	0
41	0	15	8
41	0	9	36
41	0	8	31
42	18	6	6
42	14	2	2
42	6	6	6
42	5	7	4
42	1	6	9
42	4	5	7
42	4	4	4
42	15	3	3
42	13	8	2
42	4	10	6
42	4	8	7
42	5	4	9
42	5	5	5
42	20	5	2
42	17	6	2
42	4	12	1
42	2	8	4
42	5	4	10
42	3	7	8
42	21	2	4
42	18	4	1
42	7	8	0
42	5	11	7
42	4	8	11
42	6	3	10
42	8	4	5
42	24	4	3
42	18	7	3
42	1	11	3
42	6	8	7
42	5	5	5
42	5	5	5
42	48	1	9
42	22	8	5
42	6	9	0
42	4	10	6
42	6	5	11
42	5	5	7
42	24	5	9
42	26	5	4
42	12	9	0
42	5	10	3
42	3	7	10
42	5	4	10
42	7	6	4
42	52	1	8
42	24	11	3
42	3	12	7
42	5	9	10
42	2	6	7
42	5	5	5
42	88	5	23
42	36	8	4
42	0	12	0
42	1	12	8
42	4	8	11
42	4	4	4
42	24	4	5
42	59	2	11
42	16	12	1
42	1	13	1
42	3	12	11
42	1	5	8
42	5	5	5
42	83	5	21
42	37	7	0
42	0	14	1
42	2	12	11
42	3	7	10
42	5	5	7
42	118	3	34
42	77	7	9
42	4	15	1
42	1	13	1
42	4	7	12
42	5	5	7
42	31	2	7
42	101	5	19
42	43	14	0
42	0	16	0
42	1	11	12
42	4	5	10
42	6	6	6
42	110	2	28
42	97	20	10
42	1	18	2
42	1	12	4
42	6	6	14
42	5	5	7
42	109	1	33
42	118	9	15
42	8	24	0
42	2	14	2
42	3	8	14
42	5	4	10
42	33	2	10
42	118	0	22
42	93	29	4
42	3	20	2
42	0	12	12
42	4	7	14
42	6	6	6
42	130	0	34
42	150	27	12
42	0	30	1
42	4	14	5
42	4	7	14
42	6	6	6
42	70	3	21
42	141	7	18
42	55	54	0
42	2	21	2
42	0	9	18
42	6	5	11
42	44	4	15
42	137	2	32
42	141	42	3
42	1	44	1
42	0	14	11
42	3	8	14
42	6	6	6
42	167	1	51
42	168	21	13
42	2	79	0
42	1	27	2
42	1	8	18
42	6	3	12
42	65	1	18
42	163	5	30
42	130	74	0
42	0	54	0
42	1	14	23
42	7	6	14
42	5	5	5
42	162	0	37
42	171	46	2
42	6	100	4
42	1	28	19
42	5	5	17
42	6	6	8
42	188	5	61
42	187	21	23
42	3	104	2
42	3	57	5
42	3	9	21
42	6	6	16
42	76	1	22
42	189	4	36
42	165	80	0
42	2	121	1
42	0	19	23
42	2	5	20
42	5	5	5
42	191	1	49
42	194	50	0
42	0	121	0
42	1	69	28
42	0	9	19
42	6	5	11
42	230	8	91
42	209	22	33
42	3	116	0
42	8	132	12
42	1	16	39
42	6	9	18
42	72	5	23
42	211	6	49
42	191	87	0
42	1	131	0
42	0	72	61
42	2	8	20
42	7	6	11
42	204	5	62
42	234	65	10
42	0	134	1
42	9	138	48
42	0	10	45
42	4	9	5
42	183	3	64
42	240	20	45
42	66	128	1
42	0	142	0
42	0	67	102
42	2	9	19
42	67	4	21
42	222	3	57
42	221	102	2
42	0	147	0
42	7	138	104
42	3	8	50
42	7	4	13
42	213	4	72
42	251	69	22
42	0	158	1
42	0	148	18
42	0	28	127
42	7	5	27
42	107	2	32
42	234	14	42
42	171	144	5
42	0	160	0
42	8	122	156
42	4	7	48
42	53	1	13
42	216	5	60
42	244	102	2
42	0	170	1
42	0	143	90
42	0	16	152
42	5	8	13
42	212	1	72
42	249	50	21
42	3	180	2
42	4	163	9
42	6	66	198
42	0	10	37
42	69	2	20
42	231	15	52
42	224	149	4
42	1	185	1
42	0	137	147
42	0	19	154
42	6	5	10
42	201	4	60
42	246	93	0
42	0	198	1
42	2	167	91
42	2	29	220
42	0	10	30
42	209	2	80
42	246	39	33
42	0	186	0
42	0	194	2
42	0	91	192
42	0	11	145
42	57	3	17
42	218	5	49
42	239	143	5
42	0	210	1
42	3	164	159
42	0	27	218
42	10	7	14
42	189	0	54
42	248	83	3
42	0	202	0
42	1	197	87
42	3	32	222
42	11	12	121
42	213	0	80
42	242	24	40
42	13	182	1
42	2	212	1
42	0	135	211
42	0	21	198
42	53	8	15
42	210	5	48
42	242	128	3
42	0	210	1
42	0	196	176
42	0	29	221
42	8	10	87
42	189	1	59
42	255	79	19
42	1	202	0
42	0	214	56
42	2	59	234
42	5	15	191
42	100	5	35
42	228	21	41
42	128	167	0
42	1	216	1
42	3	174	226
42	0	30	216
42	38	8	10
42	200	6	56
42	247	111	0
42	2	212	1
42	0	207	165
42	0	38	243
42	14	11	180
42	192	2	64
42	246	58	23
42	0	198	0
42	0	218	18
42	6	83	247
42	3	14	204
42	54	8	21
42	217	11	47
42	212	156	0
42	0	217	0
42	1	190	219
42	1	43	241
42	10	7	26
42	191	3	54
42	244	95	3
42	0	210	0
42	0	214	142
42	0	46	253
42	10	18	205
42	196	0	64
42	239	38	28
42	0	194	2
42	0	221	4
42	2	118	253
42	6	22	239
42	48	4	17
42	205	4	46
42	230	138	1
42	2	217	2
42	0	203	200
42	1	47	254
42	8	10	51
42	167	0	46
42	228	71	4
42	2	203	3
42	1	220	126
42	0	57	252
42	11	20	237
42	172	2	65
42	215	20	37
42	4	172	1
42	1	218	3
42	0	153	247
42	0	30	252
42	29	9	8
42	176	6	45
42	220	107	3
42	0	207	3
42	5	211	209
42	0	48	254
42	5	11	123
42	130	6	40
42	223	63	13
42	0	181	0
42	8	220	83
42	1	71	254
42	6	19	247
42	85	7	33
42	175	13	28
42	61	144	0
42	0	208	0
42	4	179	242
42	1	40	255
42	15	8	2
42	140	1	34
42	202	79	1
42	1	192	1
42	0	213	182
42	2	49	253
42	14	16	186
42	78	9	30
42	188	36	22
42	1	163	0
42	0	203	34
42	2	86	247
42	2	25	241
42	16	5	9
42	126	7	29
42	138	116	4
42	0	196	0
42	2	188	229
42	0	50	251
42	8	7	3
42	74	2	22
42	170	54	7
42	0	177	0
42	0	202	139
42	0	46	253
42	16	25	242
42	44	2	12
42	127	17	16
42	0	138	0
42	2	197	5
42	1	106	249
42	4	22	255
42	6	6	6
42	64	3	18
42	125	75	4
42	1	185	0
42	0	189	205
42	2	53	255
42	11	7	40
42	26	3	11
42	94	23	3
42	1	139	2
42	0	198	111
42	0	47	251
42	12	27	252
42	17	5	9
42	51	5	5
42	0	79	0
42	2	179	3
42	0	127	242
42	2	26	248
42	3	5	2
42	17	5	9
42	64	22	0
42	2	127	0
42	2	181	175
42	0	47	245
42	13	7	113
42	13	4	7
42	36	5	2
42	1	68	1
42	0	160	64
42	1	55	251
42	8	22	241
42	9	7	8
42	23	4	8
42	5	28	0
42	1	101	5
42	6	131	221
42	1	35	255
42	6	6	6
42	16	3	13
42	26	8	4
42	0	48	0
42	2	125	104
42	3	39	255
42	16	14	183
42	11	5	7
42	25	2	10
42	2	19	3
42	1	70	13
42	2	46	213
42	7	13	247
42	7	7	7
42	15	3	7
42	12	12	2
42	0	34	1
42	0	73	108
42	10	33	235
42	6	6	6
42	11	6	13
42	20	7	1
42	0	18	2
42	0	39	28
42	4	20	175
42	21	22	211
42	9	7	8
42	15	7	4
42	1	13	1
42	3	20	4
42	0	24	80
42	11	12	180
42	6	8	7
42	15	3	7
42	14	11	6
42	1	18	2
42	0	25	22
42	0	14	137
42	8	5	34
42	9	5	6
42	11	6	2
42	1	13	0
42	0	19	10
42	1	10	51
42	11	11	99
42	6	6	6
42	11	5	7
42	4	12	1
42	0	17	1
42	1	13	25
42	4	9	67
42	5	5	5
42	7	5	8
42	11	6	2
42	1	15	0
42	0	15	12
42	0	8	44
42	6	6	30
42	6	4	5
42	12	7	4
42	0	12	0
42	0	15	8
42	1	8	34
42	0	8	31
43	18	6	6
43	13	3	2
43	5	7	4
43	3	8	4
43	2	6	9
43	4	5	7
43	5	5	5
43	15	3	3
43	13	8	2
43	4	10	6
43	3	7	6
43	5	4	9
43	4	5	7
43	20	5	2
43	17	6	2
43	4	12	1
43	2	8	4
43	5	4	10
43	3	7	8
43	23	4	6
43	16	2	0
43	7	8	2
43	6	12	8
43	4	7	12
43	6	3	10
43	6	4	5
43	24	4	3
43	18	7	3
43	1	11	3
43	4	8	7
43	5	5	5
43	5	5	5
43	48	3	10
43	22	8	5
43	6	9	0
43	4	10	6
43	6	5	11
43	4	5	7
43	26	6	8
43	27	6	5
43	12	9	0
43	5	10	3
43	4	8	11
43	5	4	10
43	9	5	4
43	52	1	8
43	21	10	4
43	5	11	7
43	5	9	10
43	2	6	7
43	4	6	5
43	86	3	21
43	35	7	3
43	1	13	1
43	1	12	4
43	4	8	11
43	5	5	5
43	24	2	5
43	58	1	10
43	16	12	0
43	0	14	1
43	3	12	11
43	1	5	8
43	5	5	5
43	83	6	22
43	38	8	0
43	0	14	1
43	1	13	11
43	3	7	10
43	5	5	7
43	118	3	34
43	76	6	8
43	4	15	1
43	0	14	1
43	4	7	12
43	5	5	7
43	33	1	6
43	102	6	20
43	43	16	0
43	0	16	0
43	0	12	12
43	6	7	12
43	6	6	6
43	108	1	27
43	92	18	7
43	0	18	4
43	0	13	4
43	6	6	14
43	5	5	7
43	122	4	39
43	121	10	16
43	5	23	0
43	3	13	2
43	3	8	14
43	5	4	10
43	34	3	11
43	120	1	23
43	91	31	7
43	3	20	2
43	0	10	11
43	4	7	14
43	6	6	6
43	129	2	32
43	153	29	17
43	0	30	4
43	4	14	6
43	3	8	14
43	6	6	8
43	85	1	27
43	141	7	18
43	49	54	0
43	0	23	1
43	0	9	18
43	6	5	11
43	44	4	15
43	136	2	27
43	142	45	3
43	2	45	2
43	0	15	12
43	3	8	14
43	6	6	6
43	164	1	48
43	168	21	3
43	2	79	1
43	1	25	1
43	1	8	18
43	6	3	12
43	69	0	18
43	164	6	29
43	112	80	3
43	0	53	1
43	1	14	23
43	8	5	14
43	43	3	14
43	163	1	38
43	171	48	4
43	4	98	2
43	0	27	18
43	4	4	16
43	6	6	6
43	191	3	64
43	188	22	22
43	4	105	1
43	3	54	11
43	3	9	21
43	6	6	16
43	76	1	22
43	188	5	36
43	162	81	2
43	2	121	3
43	1	20	24
43	3	5	20
43	5	5	5
43	191	1	49
43	194	50	0
43	0	121	0
43	1	67	29
43	1	11	21
43	6	5	11
43	228	9	91
43	207	22	30
43	2	117	0
43	7	131	11
43	1	16	39
43	3	8	11
43	74	5	24
43	210	5	46
43	187	89	0
43	0	130	0
43	0	69	61
43	2	9	19
43	6	5	10
43	203	6	62
43	231	66	10
43	0	134	1
43	10	138	51
43	0	11	43
43	6	8	5
43	192	2	66
43	240	20	45
43	50	129	1
43	0	142	0
43	0	63	99
43	3	10	20
43	67	4	21
43	222	4	56
43	222	103	3
43	0	147	0
43	7	138	106
43	3	8	50
43	7	4	13
43	211	2	68
43	252	70	22
43	0	158	1
43	0	147	23
43	0	26	123
43	4	4	28
43	121	6	39
43	237	17	43
43	160	145	2
43	0	160	0
43	8	120	157
43	4	7	50
43	53	1	14
43	217	4	60
43	245	108	4
43	0	169	0
43	0	140	91
43	0	17	149
43	4	7	12
43	211	0	71
43	250	51	20
43	1	180	1
43	4	163	11
43	6	64	198
43	0	10	35
43	69	2	20
43	230	16	52
43	217	151	3
43	0	184	2
43	0	132	147
43	0	19	152
43	6	5	10
43	202	3	58
43	250	95	3
43	2	198	2
43	1	165	94
43	1	28	219
43	0	9	29
43	208	2	77
43	244	40	29
43	1	187	0
43	0	194	2
43	0	86	192
43	1	12	140
43	60	3	18
43	220	7	51
43	237	146	6
43	0	210	0
43	2	163	158
43	1	28	219
43	9	6	13
43	190	1	55
43	248	83	3
43	0	202	0
43	1	196	91
43	4	31	224
43	6	7	115
43	221	0	82
43	243	25	41
43	8	183	2
43	0	213	3
43	1	133	218
43	0	19	197
43	54	7	15
43	211	6	49
43	242	129	1
43	0	210	1
43	1	196	182
43	0	29	221
43	9	10	77
43	190	3	58
43	255	80	15
43	1	202	0
43	0	213	63
43	1	58	236
43	5	15	191
43	147	1	50
43	228	21	39
43	104	170	0
43	0	215	0
43	4	170	228
43	1	29	214
43	40	8	11
43	200	7	52
43	247	113	0
43	0	213	0
43	0	205	164
43	0	38	243
43	11	8	173
43	191	1	63
43	250	63	20
43	0	200	0
43	0	220	26
43	4	81	245
43	3	14	204
43	57	9	23
43	219	11	45
43	194	165	1
43	0	217	0
43	0	187	222
43	2	41	240
43	21	10	8
43	193	2	53
43	245	98	3
43	1	211	0
43	0	213	146
43	0	45	252
43	9	17	203
43	195	0	66
43	240	42	29
43	0	195	3
43	1	221	9
43	1	113	251
43	6	23	237
43	49	5	18
43	204	5	46
43	225	142	2
43	2	217	2
43	0	199	218
43	0	46	253
43	8	8	42
43	170	0	47
43	229	72	1
43	2	203	3
43	1	218	131
43	1	49	255
43	14	20	236
43	173	3	65
43	217	22	38
43	3	175	3
43	2	219	4
43	0	148	248
43	1	24	250
43	30	10	9
43	177	7	44
43	220	107	1
43	1	207	2
43	5	211	211
43	0	48	254
43	12	10	93
43	131	7	41
43	221	64	9
43	0	182	1
43	5	222	83
43	0	68	253
43	6	19	247
43	96	2	36
43	177	15	30
43	42	147	2
43	0	208	0
43	2	178	238
43	1	37	255
43	17	8	3
43	140	1	34
43	203	80	0
43	0	193	1
43	0	212	187
43	1	48	250
43	11	14	171
43	76	6	30
43	195	39	24
43	2	164	1
43	0	204	43
43	0	84	244
43	4	23	239
43	19	7	11
43	129	7	30
43	129	118	3
43	0	197	0
43	2	187	233
43	0	49	250
43	7	8	3
43	75	3	23
43	170	55	8
43	1	178	0
43	0	203	140
43	0	46	253
43	15	24	241
43	44	2	12
43	127	18	15
43	2	140	1
43	1	196	8
43	0	102	247
43	6	22	255
43	6	6	6
43	65	5	17
43	123	77	2
43	1	187	0
43	0	188	204
43	2	53	255
43	11	6	38
43	28	2	11
43	95	22	3
43	0	141	1
43	1	198	119
43	1	46	251
43	13	28	253
43	17	6	10
43	50	4	6
43	0	81	0
43	1	178	2
43	0	123	244
43	1	25	245
43	4	6	3
43	17	5	9
43	64	22	0
43	1	128	0
43	2	181	178
43	0	48	246
43	9	8	101
43	10	6	7
43	37	8	4
43	0	69	0
43	0	159	66
43	0	54	251
43	8	22	241
43	10	8	9
43	24	3	8
43	2	28	0
43	1	102	6
43	5	130	222
43	0	33	255
43	6	6	6
43	14	2	12
43	27	8	4
43	0	50	0
43	0	124	106
43	3	39	255
43	15	13	176
43	11	5	7
43	25	2	12
43	2	19	1
43	1	72	16
43	2	46	217
43	6	14	245
43	6	6	6
43	15	3	7
43	11	14	3
43	0	34	1
43	0	72	109
43	8	34	235
43	6	6	6
43	15	5	13
43	20	7	1
43	0	18	2
43	0	39	30
43	4	20	175
43	18	19	205
43	9	7	8
43	15	7	4
43	1	13	1
43	2	20	6
43	1	23	83
43	12	13	181
43	6	8	7
43	15	3	7
43	6	11	4
43	1	18	2
43	2	23	28
43	0	13	138
43	6	8	7
43	7	5	6
43	11	6	2
43	0	14	1
43	0	18	9
43	0	11	51
43	11	11	99
43	6	6	6
43	11	5	7
43	4	12	1
43	0	17	1
43	1	13	25
43	4	9	67
43	5	5	5
43	8	6	9
43	11	6	3
43	1	15	0
43	0	15	18
43	0	8	44
43	5	7	28
43	6	4	5
43	11	6	3
43	0	12	0
43	0	15	8
43	0	9	36
43	0	8	31
44	18	6	6
44	13	3	2
44	3	8	2
44	3	8	4
44	2	6	9
44	2	6	7
44	3	5	4
44	15	3	3
44	13	8	2
44	3	9	5
44	3	7	6
44	5	5	7
44	2	6	7
44	22	4	2
44	17	6	2
44	4	12	1
44	0	9	6
44	5	4	10
44	3	7	8
44	25	3	6
44	17	3	0
44	7	8	3
44	5	11	7
44	5	6	11
44	6	3	10
44	5	3	4
44	23	5	3
44	18	7	3
44	1	11	3
44	4	8	7
44	5	4	9
44	5	5	5
44	48	3	10
44	22	8	5
44	3	11	0
44	4	10	6
44	5	4	10
44	5	6	8
44	27	7	9
44	27	6	5
44	9	9	1
44	4	11	4
44	4	8	11
44	6	3	10
44	9	5	4
44	51	0	7
44	20	9	3
44	5	12	5
44	4	10	10
44	2	6	7
44	4	6	5
44	85	2	20
44	35	8	1
44	1	13	1
44	1	12	4
44	3	8	11
44	5	5	5
44	25	0	4
44	57	1	12
44	16	14	1
44	0	14	1
44	3	12	11
44	3	4	8
44	5	5	5
44	80	3	19
44	40	7	2
44	0	14	0
44	1	13	11
44	3	7	10
44	5	5	7
44	117	2	33
44	76	6	8
44	3	14	0
44	0	14	1
44	4	7	12
44	5	5	7
44	33	1	6
44	103	5	20
44	41	15	0
44	0	16	0
44	0	12	12
44	7	8	13
44	6	6	6
44	108	1	27
44	89	19	7
44	0	18	2
44	0	13	6
44	6	6	14
44	5	5	7
44	130	4	42
44	124	11	17
44	6	24	0
44	3	13	2
44	3	8	14
44	5	4	10
44	35	2	9
44	121	2	24
44	92	30	7
44	3	20	2
44	0	10	12
44	4	7	14
44	6	6	6
44	130	3	33
44	156	33	17
44	0	30	2
44	5	15	7
44	5	10	16
44	6	6	8
44	89	3	30
44	142	8	19
44	42	52	0
44	0	21	1
44	0	9	18
44	6	5	11
44	44	2	14
44	134	2	26
44	142	45	3
44	1	44	0
44	0	15	12
44	3	8	14
44	6	6	6
44	162	1	45
44	169	22	4
44	1	78	0
44	0	25	3
44	1	8	18
44	6	3	12
44	73	0	19
44	166	8	31
44	109	82	1
44	0	53	1
44	3	13	23
44	6	5	13
44	47	1	14
44	163	1	38
44	171	48	4
44	3	97	3
44	0	26	17
44	5	5	17
44	6	6	6
44	187	1	62
44	190	25	23
44	4	105	3
44	5	53	13
44	5	9	21
44	7	6	14
44	76	3	23
44	187	4	35
44	157	82	1
44	2	121	3
44	2	22	23
44	3	5	20
44	6	6	6
44	191	1	49
44	192	55	0
44	0	121	0
44	0	67	26
44	2	11	20
44	6	5	11
44	226	10	91
44	209	22	29
44	2	117	0
44	7	128	12
44	0	15	38
44	2	8	8
44	74	5	24
44	211	4	46
44	186	93	0
44	0	133	0
44	1	67	63
44	2	8	20
44	6	6	8
44	203	6	60
44	225	62	3
44	0	134	1
44	8	134	60
44	0	11	43
44	6	8	5
44	205	1	72
44	239	21	46
44	34	129	0
44	0	142	0
44	0	56	89
44	3	10	20
44	68	4	21
44	223	2	55
44	223	101	2
44	0	147	0
44	8	139	108
44	1	9	48
44	7	4	13
44	209	3	68
44	252	72	19
44	0	158	1
44	0	147	27
44	0	25	122
44	4	5	25
44	136	10	48
44	236	16	41
44	143	147	1
44	1	159	0
44	10	119	160
44	4	8	46
44	55	1	15
44	217	4	58
44	245	110	3
44	0	169	0
44	0	141	91
44	0	18	146
44	6	6	16
44	210	0	71
44	252	55	23
44	1	180	1
44	3	161	12
44	4	62	198
44	0	10	32
44	70	3	21
44	230	16	50
44	212	155	4
44	0	182	1
44	0	131	149
44	0	16	151
44	6	6	8
44	204	3	57
44	250	97	4
44	2	198	2
44	1	164	99
44	0	29	219
44	0	10	28
44	206	0	74
44	245	44	28
44	1	187	2
44	0	193	1
44	0	84	196
44	0	11	137
44	60	3	18
44	220	7	51
44	237	144	5
44	0	210	0
44	2	160	161
44	1	29	217
44	7	6	14
44	191	2	56
44	251	84	5
44	0	202	0
44	1	196	94
44	3	30	223
44	8	7	111
44	219	0	82
44	243	25	39
44	4	184	1
44	0	213	3
44	0	129	213
44	2	19	197
