ID	R	G	B
15	6	6	8
15	185	3	60
15	179	19	19
15	4	102	3
15	0	46	0
15	2	8	20
15	7	6	14
15	75	2	22
15	175	6	35
15	160	74	1
15	7	91	6
15	1	15	26
15	4	7	14
15	5	5	5
15	186	0	47
15	193	49	0
15	0	117	0
15	0	53	14
15	0	9	18
15	6	4	17
15	224	5	87
15	203	17	28
15	2	108	0
15	1	115	2
15	2	13	35
15	7	6	20
15	72	5	23
15	200	5	45
15	186	84	2
15	0	128	1
15	1	52	45
15	1	8	18
15	6	6	6
15	200	5	61
15	229	61	12
15	0	129	0
15	10	125	48
15	0	10	32
15	4	9	3
15	181	3	63
15	230	20	45
15	66	124	4
15	0	138	0
15	0	47	79
15	2	9	17
15	66	3	20
15	219	5	57
15	210	91	0
15	1	138	0
15	8	129	96
15	4	9	31
15	7	6	14
15	212	3	71
15	248	67	24
15	1	151	0
15	1	146	17
15	1	20	96
15	7	4	25
15	107	2	32
15	235	14	45
15	160	133	0
15	0	153	1
15	16	125	158
15	2	7	36
15	52	0	11
15	218	3	60
15	240	102	4
15	3	163	3
15	0	143	90
15	1	13	123
15	7	6	14
15	215	1	73
15	250	49	21
15	0	170	0
15	1	155	5
15	12	66	192
15	2	6	31
15	71	2	21
15	230	14	53
15	226	151	6
15	2	174	2
15	1	134	143
15	0	12	124
15	6	5	10
15	204	3	58
15	245	95	1
15	3	189	2
15	1	159	85
15	5	31	216
15	3	10	18
15	212	1	80
15	246	41	36
15	0	184	0
15	0	183	3
15	2	89	195
15	1	9	107
15	61	3	17
15	220	7	51
15	238	140	5
15	2	203	3
15	0	156	153
15	5	31	212
15	9	8	16
15	191	2	56
15	249	83	5
15	0	200	0
15	0	190	82
15	2	33	222
15	4	7	102
15	207	0	78
15	239	27	41
15	14	183	2
15	0	209	0
15	4	122	194
15	0	26	195
15	54	7	15
15	211	3	52
15	243	127	4
15	0	208	0
15	2	189	168
15	0	26	221
15	3	7	70
15	190	1	59
15	255	79	19
15	1	202	0
15	0	214	58
15	0	55	228
15	5	15	188
15	108	7	39
15	228	19	38
15	127	166	0
15	1	214	0
15	1	168	220
15	0	29	209
15	40	8	11
15	202	6	56
15	246	112	1
15	1	211	2
15	3	206	163
15	0	35	238
15	15	13	174
15	192	2	62
15	246	58	23
15	0	198	0
15	0	215	16
15	5	81	245
15	4	13	202
15	56	8	22
15	218	13	46
15	211	155	0
15	0	217	0
15	1	189	216
15	0	38	233
15	9	6	23
15	194	3	54
15	245	97	1
15	0	210	1
15	0	213	139
15	0	45	250
15	11	16	206
15	202	3	68
15	239	41	28
15	1	195	2
15	0	219	3
15	1	115	248
15	4	20	229
15	50	4	15
15	208	6	46
15	236	143	3
15	0	217	0
15	1	203	203
15	0	45	252
15	9	10	54
15	176	2	51
15	235	74	2
15	0	206	2
15	2	217	124
15	0	54	251
15	12	20	229
15	185	0	68
15	223	21	35
15	0	177	0
15	0	217	2
15	1	151	246
15	0	28	252
15	29	9	8
15	184	5	47
15	228	113	4
15	2	211	5
15	0	209	203
15	0	47	251
15	4	10	124
15	143	4	43
15	234	70	19
15	0	188	0
15	8	225	84
15	1	71	255
15	6	19	245
15	99	6	37
15	185	17	30
15	63	151	3
15	1	211	0
15	2	177	240
15	2	38	254
15	16	9	3
15	147	3	36
15	209	84	0
15	0	194	0
15	1	214	186
15	2	47	254
15	13	16	193
15	113	2	35
15	210	39	13
15	0	171	1
15	0	211	39
15	1	83	253
15	7	23	243
15	17	8	11
15	136	6	30
15	141	120	1
15	0	195	0
15	6	191	235
15	0	49	248
15	8	7	3
15	87	4	30
15	184	60	6
15	0	183	1
15	0	203	140
15	1	49	247
15	14	22	245
15	55	2	18
15	149	19	17
15	0	147	0
15	0	200	5
15	3	110	252
15	2	23	252
15	8	8	8
15	79	2	20
15	140	84	1
15	1	190	0
15	0	189	209
15	2	53	254
15	10	7	38
15	38	2	12
15	120	30	4
15	2	155	2
15	0	203	114
15	2	46	255
15	12	26	255
15	27	6	13
15	71	7	8
15	1	101	2
15	0	193	4
15	0	131	240
15	4	25	254
15	4	6	3
15	22	5	11
15	88	33	2
15	1	148	0
15	0	186	183
15	0	47	245
15	13	8	111
15	13	4	7
15	49	8	2
15	0	92	1
15	1	180	76
15	0	56	247
15	8	25	237
15	7	9	8
15	29	4	7
15	7	37	0
15	3	129	6
15	1	142	230
15	0	37	248
15	6	6	4
15	15	2	12
15	34	11	3
15	1	72	2
15	3	152	123
15	0	43	254
15	16	17	185
15	12	6	8
15	30	3	10
15	1	27	2
15	0	100	24
15	3	55	235
15	9	15	251
15	7	7	7
15	14	3	7
15	16	12	3
15	0	48	0
15	4	101	144
15	3	36	253
15	6	6	6
15	12	5	13
15	21	7	4
15	0	24	2
15	0	61	43
15	5	29	213
15	17	19	215
15	12	6	8
15	17	7	5
15	1	13	1
15	1	30	0
15	2	31	123
15	14	19	209
15	6	7	9
15	15	3	7
15	13	8	2
15	0	18	2
15	0	33	34
15	0	20	158
15	10	5	35
15	9	4	11
15	16	5	1
15	2	16	0
15	0	20	11
15	1	12	102
15	4	16	198
15	6	6	6
15	12	6	8
15	4	12	1
15	0	18	1
15	1	13	27
15	5	9	73
15	5	5	5
15	7	5	8
15	12	7	3
15	0	17	1
15	1	16	13
15	1	10	53
15	8	7	39
15	7	5	6
15	12	7	4
15	0	12	0
15	0	15	8
15	1	8	37
15	1	7	57
15	6	6	6
15	10	4	6
15	7	8	0
15	0	17	1
15	1	14	23
15	0	6	38
16	4	6	5
16	14	4	2
16	12	7	1
16	4	10	6
16	3	7	6
16	2	6	9
16	4	5	7
16	16	5	3
16	17	6	2
16	4	9	3
16	1	6	2
16	5	5	7
16	3	7	8
16	18	3	6
16	14	3	0
16	7	6	1
16	4	10	6
16	4	8	11
16	6	3	10
16	5	3	4
16	21	6	3
16	18	7	3
16	1	11	3
16	3	7	6
16	6	6	8
16	5	5	5
16	42	3	8
16	20	7	1
16	3	11	0
16	3	9	5
16	6	5	11
16	4	5	7
16	26	3	9
16	22	7	4
16	9	9	0
16	5	10	4
16	6	7	11
16	6	3	10
16	6	4	5
16	32	6	7
16	20	9	3
16	1	11	3
16	1	10	9
16	5	5	5
16	5	5	5
16	80	4	17
16	28	7	4
16	1	13	1
16	4	10	6
16	4	8	11
16	5	5	5
16	23	3	5
16	47	0	6
16	13	14	0
16	1	13	1
16	2	11	10
16	1	5	8
16	5	5	5
16	73	5	18
16	30	8	0
16	0	12	0
16	2	12	11
16	2	6	7
16	5	5	7
16	109	5	32
16	59	5	5
16	4	15	1
16	1	13	1
16	4	10	10
16	5	5	7
16	32	1	7
16	87	5	17
16	32	13	0
16	1	15	0
16	1	11	10
16	6	7	12
16	6	6	6
16	102	2	26
16	75	15	4
16	0	17	1
16	0	13	6
16	6	7	12
16	5	5	7
16	114	3	36
16	111	10	16
16	9	21	0
16	2	15	0
16	4	7	14
16	5	5	7
16	32	2	10
16	115	2	22
16	70	22	0
16	2	19	0
16	0	12	12
16	5	6	11
16	6	6	6
16	122	2	30
16	141	29	18
16	3	22	0
16	4	13	8
16	4	9	15
16	6	6	8
16	76	1	22
16	135	10	18
16	37	39	0
16	0	17	0
16	2	9	15
16	6	5	11
16	35	2	11
16	129	1	24
16	134	41	7
16	0	30	0
16	0	16	10
16	4	7	16
16	6	6	6
16	153	2	45
16	161	21	6
16	0	64	0
16	4	22	0
16	2	6	17
16	5	4	10
16	62	0	15
16	158	5	26
16	105	76	6
16	0	39	0
16	1	11	20
16	7	4	13
16	39	1	12
16	157	1	38
16	164	45	2
16	0	82	0
16	0	21	12
16	3	6	15
16	5	7	6
16	184	2	59
16	182	22	22
16	5	103	4
16	0	44	5
16	2	8	20
16	7	6	14
16	73	1	21
16	176	6	33
16	154	75	0
16	7	91	6
16	1	15	24
16	4	7	14
16	5	5	5
16	187	0	47
16	187	50	0
16	1	118	1
16	0	53	14
16	0	11	17
16	6	4	17
16	224	7	88
16	202	18	26
16	0	113	0
16	1	113	3
16	1	12	34
16	4	7	14
16	73	6	24
16	200	4	42
16	182	86	2
16	0	129	2
16	0	51	46
16	1	8	16
16	5	5	7
16	200	5	61
16	224	60	7
16	0	129	0
16	13	124	48
16	0	10	32
16	6	8	3
16	194	4	68
16	229	20	42
16	51	122	2
16	0	139	0
16	0	47	77
16	5	9	18
16	67	3	20
16	219	5	56
16	211	94	1
16	2	139	0
16	7	126	94
16	3	9	33
16	8	5	14
16	209	3	68
16	250	67	23
16	0	152	0
16	0	144	21
16	0	19	95
16	7	3	26
16	119	4	37
16	238	18	46
16	151	135	0
16	0	153	1
16	14	122	158
16	2	7	36
16	52	0	13
16	218	4	58
16	241	105	5
16	2	162	2
16	0	143	92
16	0	13	118
16	7	6	12
16	214	0	72
16	250	51	20
16	0	170	0
16	1	155	7
16	11	62	190
16	3	8	28
16	70	3	21
16	229	15	51
16	219	153	5
16	1	173	1
16	0	130	144
16	0	12	122
16	6	5	10
16	205	4	58
16	249	96	3
16	3	189	2
16	0	157	86
16	4	30	213
16	3	10	18
16	209	1	77
16	249	42	32
16	1	185	0
16	1	183	2
16	0	84	196
16	0	9	100
16	61	3	18
16	221	8	52
16	238	142	4
16	1	202	2
16	0	154	152
16	7	32	212
16	8	7	15
16	192	3	57
16	249	84	4
16	1	199	0
16	0	189	86
16	2	32	226
16	2	5	98
16	213	0	80
16	239	29	40
16	6	186	1
16	1	209	3
16	4	120	197
16	0	24	192
16	53	6	14
16	210	5	48
16	241	132	5
16	0	208	0
16	1	189	174
16	0	27	222
16	3	6	61
16	190	1	57
16	255	82	16
16	1	202	0
16	0	213	63
16	0	54	232
16	5	15	190
16	153	1	50
16	231	20	39
16	105	169	0
16	0	215	0
16	1	164	219
16	1	27	210
16	43	7	11
16	201	5	51
16	246	112	1
16	1	211	0
16	2	204	164
16	0	34	237
16	15	14	168
16	191	1	63
16	251	64	21
16	0	200	0
16	1	218	25
16	3	79	243
16	4	14	200
16	59	8	23
16	220	12	44
16	194	165	1
16	0	217	0
16	0	186	221
16	0	39	232
16	25	9	9
16	194	3	54
16	245	98	2
16	1	211	2
16	0	212	145
16	2	44	250
16	11	17	203
16	200	1	66
16	240	43	27
16	1	197	3
16	0	220	8
16	0	110	249
16	2	20	226
16	52	4	16
16	206	5	47
16	231	146	3
16	0	217	0
16	0	199	218
16	0	45	252
16	7	9	47
16	179	3	52
16	235	77	4
16	0	207	3
16	0	216	127
16	1	47	255
16	12	20	229
16	186	1	68
16	224	24	35
16	0	178	0
16	0	219	3
16	0	146	247
16	1	22	249
16	30	10	9
16	185	4	47
16	229	115	3
16	2	212	3
16	0	209	206
16	0	47	251
16	11	9	92
16	142	6	44
16	232	71	17
16	0	188	0
16	7	225	86
16	0	67	254
16	6	20	243
16	109	5	42
16	189	19	32
16	44	153	2
16	1	211	0
16	0	175	240
16	1	36	252
16	18	11	5
16	148	3	36
16	207	85	0
16	0	195	0
16	1	213	188
16	2	47	252
16	10	13	178
16	112	1	34
16	213	42	14
16	0	171	0
16	0	211	47
16	0	82	250
16	5	23	243
16	19	10	13
16	139	7	31
16	133	121	1
16	0	195	0
16	6	191	237
16	0	49	250
16	7	8	3
16	87	5	28
16	186	62	8
16	0	183	1
16	0	204	141
16	0	49	247
16	16	22	242
16	55	2	18
16	152	20	16
16	0	148	0
16	0	200	10
16	0	103	250
16	5	23	253
16	8	6	7
16	82	4	20
16	137	85	1
16	0	191	0
16	2	189	208
16	2	53	254
16	11	6	36
16	40	2	13
16	120	30	4
16	2	157	1
16	0	201	121
16	1	45	254
16	12	26	255
16	27	8	14
16	71	7	8
16	1	102	0
16	0	193	1
16	0	127	242
16	4	25	254
16	4	6	3
16	25	6	12
16	87	34	0
16	2	149	0
16	0	186	185
16	0	49	247
16	10	10	100
16	12	6	8
16	52	11	5
16	0	93	0
16	2	181	79
16	0	55	246
16	8	25	237
16	12	8	9
16	31	5	6
16	4	41	0
16	3	128	8
16	0	140	228
16	0	35	247
16	6	6	4
16	14	3	11
16	34	11	3
16	1	74	1
16	3	153	128
16	0	43	254
16	16	15	178
16	12	6	8
16	30	3	8
16	0	29	1
16	0	101	25
16	1	52	239
16	9	16	252
16	6	6	6
16	15	4	8
16	12	14	3
16	0	48	0
16	3	100	145
16	5	35	255
16	6	6	6
16	15	3	13
16	22	7	4
16	0	24	0
16	0	62	45
16	7	29	213
16	17	20	213
16	12	6	8
16	17	7	5
16	0	12	0
16	1	30	2
16	4	30	127
16	14	19	209
16	4	8	9
16	15	3	7
16	9	10	2
16	0	19	0
16	0	32	41
16	0	19	160
16	6	8	5
16	9	4	11
16	17	6	2
16	2	16	1
16	0	20	9
16	0	11	101
16	4	16	200
16	6	4	5
16	11	5	7
16	4	12	1
16	4	17	0
16	2	14	28
16	8	9	73
16	5	5	5
16	8	6	9
16	12	7	4
16	0	17	1
16	0	15	18
16	1	10	53
16	5	6	36
16	7	5	6
16	11	6	3
16	0	12	0
16	0	15	8
16	0	8	39
16	0	6	56
16	6	6	6
16	10	4	6
16	7	8	0
16	0	17	1
16	1	13	25
16	1	6	44
17	4	4	4
17	14	4	2
17	12	7	1
17	4	9	5
17	3	7	6
17	2	6	9
17	2	6	7
17	15	5	3
17	17	6	2
17	4	9	3
17	2	6	5
17	5	5	7
17	3	7	8
17	23	4	8
17	14	3	0
17	6	7	2
17	4	10	6
17	5	6	10
17	6	3	10
17	5	3	4
17	19	5	2
17	16	5	1
17	1	11	3
17	3	7	6
17	5	4	10
17	5	5	5
17	39	3	7
17	21	8	2
17	4	10	0
17	3	9	5
17	5	4	10
17	5	6	8
17	26	3	9
17	22	7	4
17	9	9	0
17	4	11	4
17	6	7	11
17	6	3	10
17	8	4	5
17	31	5	6
17	19	8	2
17	1	11	3
17	3	9	9
17	5	5	5
17	5	5	5
17	78	1	17
17	29	8	3
17	1	13	1
17	4	10	6
17	3	8	11
17	5	5	5
17	22	2	4
17	47	0	8
17	12	14	0
17	1	13	1
17	2	11	10
17	3	4	6
17	5	5	5
17	69	3	15
17	31	6	0
17	1	13	1
17	2	12	11
17	2	6	9
17	5	5	7
17	107	4	31
17	61	7	7
17	3	14	0
17	1	13	1
17	4	10	10
17	5	5	7
17	32	1	6
17	87	5	17
17	31	13	1
17	1	15	0
17	1	11	10
17	6	7	12
17	6	6	6
17	102	2	26
17	72	16	3
17	0	16	0
17	0	13	6
17	6	7	12
17	5	5	7
17	124	4	40
17	111	10	16
17	9	21	1
17	1	14	0
17	4	7	14
17	5	5	7
17	34	3	9
17	116	5	24
17	72	21	0
17	1	18	0
17	1	11	13
17	5	6	11
17	6	6	6
17	121	1	29
17	144	32	20
17	0	24	2
17	4	13	8
17	5	10	16
17	6	6	8
17	79	1	23
17	135	10	18
17	31	39	0
17	0	18	0
17	1	10	15
17	7	6	12
17	37	1	11
17	130	2	25
17	132	42	7
17	0	31	0
17	0	15	10
17	4	7	16
17	6	6	6
17	152	3	43
17	165	23	9
17	0	63	0
17	4	21	3
17	2	6	17
17	5	4	10
17	66	0	16
17	159	6	27
17	102	80	7
17	0	38	0
17	2	12	22
17	6	5	13
17	44	0	13
17	159	0	38
17	163	46	2
17	0	79	0
17	0	20	11
17	5	5	17
17	6	6	6
17	183	1	58
17	184	25	22
17	3	103	4
17	1	43	5
17	2	8	20
17	7	6	14
17	73	1	21
17	175	5	34
17	149	76	0
17	7	91	6
17	2	15	24
17	4	7	14
17	5	5	5
17	187	0	45
17	187	49	0
17	0	117	0
17	0	53	14
17	1	12	18
17	6	4	17
17	223	7	88
17	202	18	26
17	0	113	0
17	1	113	3
17	0	11	31
17	3	8	12
17	74	5	24
17	200	4	42
17	181	89	4
17	0	129	2
17	0	49	46
17	2	8	20
17	5	5	7
17	200	6	59
17	218	59	4
17	0	129	0
17	6	115	50
17	0	11	33
17	6	8	3
17	208	4	75
17	229	19	44
17	34	122	0
17	0	138	0
17	0	42	67
17	3	10	16
17	68	4	21
17	222	4	56
17	212	93	1
17	3	140	1
17	7	126	98
17	2	10	33
17	8	5	14
17	209	3	68
17	250	70	21
17	1	151	0
17	0	143	27
17	0	18	92
17	5	4	20
17	134	8	46
17	238	18	44
17	137	138	0
17	0	151	0
17	10	116	155
17	2	8	34
17	55	1	15
17	220	6	60
17	240	107	4
17	2	162	2
17	0	142	93
17	0	12	114
17	6	5	10
17	214	0	72
17	253	54	23
17	0	171	0
17	0	155	9
17	13	60	190
17	3	8	27
17	71	4	22
17	229	15	51
17	214	157	6
17	1	171	0
17	0	130	146
17	0	11	121
17	6	6	8
17	206	3	58
17	248	98	4
17	3	189	2
17	1	157	92
17	2	31	213
17	2	10	13
17	209	1	76
17	247	44	30
17	1	185	0
17	0	182	1
17	1	80	198
17	0	9	94
17	62	1	17
17	221	8	52
17	237	141	3
17	1	202	2
17	0	153	155
17	7	32	210
17	6	6	14
17	192	3	57
17	251	84	5
17	0	198	0
17	0	189	87
17	3	31	226
17	5	7	94
17	216	0	81
17	237	30	40
17	0	186	0
17	1	209	3
17	5	116	195
17	0	23	191
17	54	4	13
17	214	3	48
17	244	132	4
17	0	208	0
17	0	187	176
17	0	27	218
17	2	6	54
17	189	2	57
17	254	81	12
17	1	202	0
17	0	212	66
17	0	52	234
17	7	14	190
17	164	3	57
17	233	22	39
17	82	174	1
17	0	215	0
17	1	161	219
17	0	25	208
17	44	8	12
17	202	5	50
17	245	114	0
17	0	213	0
17	2	204	166
17	0	34	238
17	17	14	163
17	191	3	64
17	254	68	21
17	0	200	0
17	1	217	28
17	0	77	241
17	4	14	200
17	64	7	24
17	218	13	43
17	187	164	0
17	0	217	0
17	0	186	221
17	1	38	232
17	32	7	10
17	195	3	54
17	248	102	1
17	1	211	2
17	0	212	148
17	1	43	249
17	11	17	203
17	194	4	66
17	241	46	26
17	1	197	3
17	2	222	12
17	1	106	249
17	4	19	226
17	53	5	17
17	209	4	45
17	226	147	2
17	0	217	0
17	0	199	217
17	0	45	252
17	8	10	35
17	177	1	50
17	235	82	6
17	0	208	2
17	0	215	136
17	1	47	255
17	11	19	226
17	185	2	66
17	226	25	35
17	0	183	1
17	1	220	4
17	0	141	247
17	3	21	251
17	30	10	11
17	187	4	48
17	227	117	2
17	0	213	1
17	0	208	205
17	0	47	251
17	9	8	84
17	142	8	45
17	228	69	11
17	0	189	1
17	4	222	102
17	0	67	254
17	5	19	240
17	120	5	44
17	189	19	32
17	26	154	0
17	1	211	0
17	1	170	253
17	0	34	250
17	19	10	5
17	148	3	36
17	209	85	0
17	0	195	0
17	1	212	193
17	1	48	250
17	8	11	164
17	110	1	33
17	214	45	14
17	0	173	0
17	0	212	54
17	2	80	251
17	7	21	250
17	19	10	13
17	141	7	31
17	122	122	2
17	0	194	0
17	7	189	239
17	1	48	250
17	7	8	3
17	88	6	29
17	186	63	6
17	0	183	1
17	0	206	146
17	0	48	246
17	17	22	238
17	55	2	18
17	152	20	16
17	0	150	0
17	0	200	14
17	0	101	246
17	5	23	253
17	7	5	6
17	84	6	22
17	134	86	1
17	0	191	0
17	1	187	210
17	2	53	255
17	10	6	31
17	41	3	14
17	120	30	4
17	3	158	2
17	0	200	127
17	1	46	253
17	13	27	255
17	27	8	14
17	74	8	10
17	0	104	1
17	0	193	1
17	0	121	244
17	5	23	253
17	4	4	2
17	25	6	12
17	85	35	0
17	3	152	0
17	0	187	188
17	1	50	248
17	9	9	83
17	12	6	8
17	51	13	4
17	0	94	0
17	2	180	82
17	0	53	247
17	7	24	236
17	12	8	9
17	28	7	6
17	3	41	0
17	3	131	8
17	0	135	225
17	0	35	247
17	6	6	4
17	15	3	13
17	35	10	3
17	0	76	2
17	2	154	131
17	0	43	252
17	13	12	166
17	12	6	8
17	31	1	9
17	0	28	0
17	1	103	29
17	3	54	243
17	9	14	253
17	6	6	6
17	15	4	8
17	12	12	2
17	0	48	0
17	3	99	147
17	3	33	255
17	6	6	6
17	18	2	13
17	22	7	4
17	0	24	0
17	0	62	43
17	8	30	214
17	19	20	208
17	12	6	8
17	17	7	6
17	0	12	0
17	0	31	0
17	0	29	123
17	14	19	209
17	4	8	9
17	15	3	7
17	7	10	1
17	0	19	0
17	0	30	40
17	1	20	159
17	6	6	6
17	7	4	11
17	20	5	2
17	0	15	2
17	0	20	9
17	0	10	105
17	6	14	200
17	7	5	6
17	12	6	8
17	2	12	1
17	3	17	2
17	1	13	27
17	5	11	73
17	5	5	5
17	8	6	7
17	14	6	4
17	0	17	1
17	0	15	20
17	1	10	53
17	6	8	33
17	7	5	6
17	11	6	2
17	0	12	0
17	0	15	8
17	0	8	39
17	3	6	57
17	6	6	6
17	10	4	6
17	4	12	1
17	0	17	1
17	1	13	25
17	2	7	47
18	5	5	3
18	14	4	2
18	11	8	1
18	4	9	5
18	3	7	6
18	2	6	9
18	2	6	7
18	18	4	3
18	17	6	2
18	4	9	3
18	2	6	5
18	5	5	7
18	3	7	8
18	25	4	9
18	15	4	0
18	6	7	2
18	3	9	5
18	4	5	10
18	6	3	10
18	5	3	4
18	18	4	1
18	16	7	2
18	1	11	3
18	3	7	6
18	5	4	12
18	5	5	5
18	38	3	7
18	21	8	2
18	3	11	0
18	3	9	5
18	5	4	10
18	3	7	8
18	26	3	9
18	22	7	4
18	9	11	0
18	5	11	7
18	6	7	11
18	6	3	10
18	9	5	6
18	31	5	6
18	19	8	2
18	1	11	3
18	3	9	9
18	5	5	5
18	5	5	5
18	78	2	15
18	33	5	2
18	1	13	1
18	4	10	6
18	3	7	10
18	5	5	5
18	23	3	5
18	46	1	6
18	13	13	1
18	0	14	1
18	2	11	10
18	4	5	7
18	5	5	5
18	66	3	14
18	31	8	0
18	1	13	0
18	1	13	11
18	2	6	7
18	5	5	5
18	105	5	31
18	62	8	8
18	3	14	0
18	1	13	1
18	4	10	10
18	5	5	7
18	33	2	8
18	87	5	17
18	30	14	1
18	1	15	0
18	1	11	12
18	5	6	11
18	6	6	6
18	101	3	26
18	68	15	1
18	0	16	0
18	0	12	8
18	6	7	12
18	5	5	7
18	131	2	41
18	111	10	16
18	7	20	0
18	1	13	0
18	4	7	14
18	5	5	7
18	34	3	9
18	118	5	25
18	72	21	0
18	1	18	0
18	0	10	12
18	5	6	11
18	6	6	6
18	122	2	30
18	143	33	20
18	0	24	2
18	6	12	10
18	5	10	16
18	6	6	8
18	90	1	29
18	135	10	18
18	23	40	0
18	0	17	1
18	1	10	15
18	7	6	12
18	39	1	12
18	130	2	25
18	131	43	7
18	1	32	1
18	1	16	11
18	4	7	16
18	6	6	6
18	151	2	42
18	168	25	11
18	0	62	1
18	4	21	3
18	0	7	17
18	5	4	10
18	70	0	17
18	158	5	25
18	100	82	8
18	0	38	0
18	1	11	21
18	6	5	13
18	46	2	15
18	160	1	39
18	164	48	1
18	0	79	0
18	0	20	11
18	6	6	18
18	6	6	6
18	184	1	58
18	184	25	22
18	6	104	5
18	2	43	3
18	2	8	20
18	7	6	14
18	70	3	20
18	177	7	36
18	145	78	0
18	4	86	4
18	1	15	24
18	4	7	14
18	5	5	5
18	187	0	45
18	187	49	0
18	0	117	0
18	1	47	18
18	1	12	16
18	7	3	17
18	222	6	87
18	202	17	22
18	0	114	0
18	1	110	1
18	0	11	33
18	4	9	15
18	75	2	22
18	201	5	43
18	180	90	2
18	0	129	2
18	1	47	45
18	1	8	18
18	5	5	7
18	199	5	57
18	213	58	2
18	0	129	0
18	4	112	50
18	2	10	31
18	7	8	3
18	220	5	83
18	227	27	40
18	24	126	1
18	1	139	2
18	1	41	66
18	3	11	14
18	69	5	22
18	225	4	57
18	213	94	0
18	3	140	1
18	8	125	99
18	0	11	33
18	8	5	14
18	208	4	65
18	249	72	20
18	0	150	0
18	0	142	30
18	0	17	91
18	5	4	18
18	145	13	52
18	237	17	42
18	120	138	2
18	0	152	0
18	10	113	154
18	2	8	34
18	59	3	16
18	218	4	58
18	241	110	4
18	2	162	2
18	0	140	98
18	0	11	109
18	7	4	11
18	212	1	72
18	254	57	22
18	0	172	0
18	0	155	10
18	6	52	190
18	5	8	27
18	75	3	23
18	230	15	49
18	212	156	7
18	2	172	1
18	1	128	147
18	2	9	97
18	6	6	8
18	207	3	56
18	248	100	2
18	1	190	2
18	1	156	98
18	3	29	210
18	3	7	34
18	208	0	75
18	249	47	27
18	3	187	1
18	0	181	4
18	1	77	199
18	1	9	94
18	64	1	18
18	221	10	51
18	236	143	3
18	1	202	2
18	2	151	155
18	6	31	209
18	5	6	11
18	192	3	57
18	251	84	5
18	1	199	0
18	0	189	87
18	4	32	227
18	5	8	89
18	213	0	80
18	238	31	39
18	1	187	0
18	1	209	3
18	4	113	196
18	2	20	192
18	55	5	14
18	216	5	48
18	244	131	3
18	1	209	1
18	0	187	178
18	0	26	217
18	3	6	49
18	189	2	57
18	253	83	8
18	1	202	0
18	0	212	68
18	0	49	234
18	8	16	189
18	178	9	68
18	235	24	41
18	62	181	3
18	0	215	0
18	2	158	219
18	0	25	208
18	47	8	13
18	202	5	50
18	245	116	0
18	0	213	0
18	4	203	170
18	0	35	239
18	18	15	158
18	187	2	60
18	254	69	23
18	0	202	0
18	0	217	38
18	1	74	241
18	4	14	200
18	68	3	23
18	218	14	41
18	179	164	0
18	0	217	0
18	0	185	224
18	1	38	232
18	30	9	8
18	196	2	54
18	249	106	4
18	1	211	2
18	0	211	153
18	0	42	248
18	11	15	198
18	193	5	64
18	242	47	25
18	1	197	3
18	1	221	11
18	1	101	247
18	4	19	226
18	53	7	20
18	211	5	43
18	221	149	3
18	1	216	0
18	0	199	222
18	0	44	249
18	6	9	28
18	178	0	50
18	233	82	1
18	1	209	3
18	0	213	136
18	0	48	254
18	10	18	225
18	184	4	67
18	227	26	34
18	0	184	0
18	0	219	3
18	0	135	250
18	0	21	250
18	34	7	12
18	188	6	47
18	227	121	3
18	0	213	0
18	0	207	207
18	1	49	255
18	7	7	79
18	146	6	45
18	222	66	7
18	0	191	0
18	4	224	101
18	1	66	255
18	6	18	240
18	133	6	51
18	195	17	33
18	15	156	0
18	3	213	2
18	1	167	253
18	0	32	251
18	20	9	5
18	151	3	37
18	205	92	0
18	0	196	0
18	2	213	196
18	2	49	251
18	7	14	147
18	110	1	32
18	215	47	11
18	0	174	0
18	0	212	60
18	1	78	252
18	7	21	252
18	26	11	18
18	145	9	33
18	109	123	2
18	0	195	1
18	7	187	240
18	0	47	249
18	7	8	3
18	88	6	29
18	185	64	7
18	0	183	0
18	0	202	162
18	0	48	246
18	16	19	234
18	55	2	18
18	153	19	16
18	0	152	0
18	0	201	17
18	2	91	253
18	4	22	252
18	8	4	5
18	87	6	23
18	133	87	1
18	0	191	0
18	1	186	214
18	0	50	255
18	10	7	26
18	41	3	14
18	120	30	3
18	0	159	1
18	0	201	128
18	0	44	253
18	15	30	243
18	26	7	13
18	75	9	10
18	1	106	1
18	2	192	4
18	1	115	247
18	4	22	254
18	4	4	2
18	23	6	12
18	85	37	1
18	4	153	1
18	0	186	187
18	0	52	249
18	10	8	71
18	14	5	8
18	49	11	2
18	1	95	1
18	2	181	89
18	0	53	245
18	8	25	237
18	13	7	9
18	30	6	6
18	3	41	0
18	4	133	7
18	0	129	230
18	1	32	244
18	6	6	4
18	15	3	13
18	35	10	3
18	0	76	1
18	3	154	135
18	0	43	252
18	12	9	160
18	12	6	8
18	30	3	10
18	0	30	0
18	2	104	30
18	4	52	246
18	9	14	254
18	6	6	6
18	16	4	8
18	11	13	0
18	0	50	1
18	3	99	149
18	2	32	254
18	6	6	6
18	16	3	12
18	22	7	4
18	0	24	0
18	0	63	46
18	7	31	215
18	20	19	201
18	13	7	9
18	17	7	8
18	0	12	0
18	1	32	1
18	0	28	125
18	13	18	208
18	4	8	9
18	14	3	7
18	8	9	1
18	0	19	0
18	1	31	42
18	2	21	162
18	6	6	6
18	7	4	11
18	19	4	1
18	0	15	2
18	0	20	9
